plant,pred_staleness_ms,pred_margin_ms,scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms,tau_crit_ms,max_sim_crit,sim_crit_over_cores_pct
lateral,16,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,9,4.691018,11.411457,73.2667,0,1650.50,1650.50,345.10,0.0,100,0,0.00
lateral,16,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,10,2.734619,7.168223,50.7333,0,2750.50,2750.50,405.10,0.0,100,0,0.00
lateral,16,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,11,4.416190,6.640320,73.0000,0,3020.50,3020.50,305.10,0.0,100,0,0.00
lateral,16,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,12,4.512040,6.244750,73.5667,0,2270.50,2270.50,415.10,0.0,100,0,0.00
lateral,16,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,13,1.092445,6.153814,17.8000,0,1440.50,1440.50,420.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,0,0.021815,0.180363,0.0000,0,95.50,110.50,-1.00,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,1,0.036750,0.180363,0.0000,0,95.50,95.50,-1.00,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,2,0.080246,0.903279,0.5667,0,100.50,100.50,395.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,3,0.036614,0.184638,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,4,0.050948,0.452500,0.0000,0,105.50,105.50,-1.00,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,5,0.038034,0.300011,0.0000,0,245.50,245.50,-1.00,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,6,0.559954,5.030812,7.8667,0,345.50,345.50,190.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,7,2.653004,5.740842,61.8333,0,425.50,425.50,180.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,8,1.097713,4.501673,19.4333,0,665.50,665.50,165.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,9,1.023036,4.304088,9.0000,0,770.50,770.50,170.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,10,0.620279,3.250990,3.7667,0,690.50,690.50,315.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,11,0.876515,3.789874,3.7333,0,870.50,870.50,330.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,12,0.876806,1.985261,1.6333,0,540.50,540.50,305.10,0.0,100,0,0.00
lateral,100,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25557,13,0.433273,4.521628,4.1333,0,590.50,590.50,310.10,0.0,100,0,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,0,0.025376,0.180140,0.0000,0,95.50,105.50,-1.00,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,1,0.048103,0.211533,0.0000,0,125.50,125.50,-1.00,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,2,0.082094,0.956421,0.5667,0,205.50,205.50,395.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,3,0.604218,3.030708,23.7667,0,265.50,265.50,270.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,4,0.816153,4.165422,20.4667,0,485.50,485.50,365.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,5,2.721013,10.020725,12.6000,0,635.50,655.50,145.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,6,3.825158,9.278035,27.2667,0,805.50,805.50,85.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,7,4.545768,10.351407,28.3667,0,1345.50,1345.50,110.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,8,4.315804,8.257862,17.9333,0,670.50,670.50,170.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,9,3.430391,7.051359,9.2667,0,1525.50,1540.50,195.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,10,3.565883,11.444059,13.4000,0,540.50,550.50,145.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,11,5.822679,13.178873,23.4667,0,590.50,590.50,165.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,12,7.469764,11.132367,28.7333,0,500.50,500.50,150.10,0.0,100,1,0.00
lateral,200,0,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,26620,13,1.764557,13.038738,11.6000,0,545.50,545.50,205.10,0.0,100,1,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,0,0.021672,0.182492,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,1,0.035426,0.182492,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,2,0.078701,0.898310,0.5667,0,100.50,100.50,395.10,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,3,0.033107,0.181979,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,4,0.044029,0.445857,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,5,0.027407,0.308242,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,6,0.286058,2.925347,5.8333,0,165.50,165.50,360.10,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,7,2.611224,5.806909,59.6000,0,205.50,205.50,255.10,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,8,2.163706,8.071522,46.0667,0,305.50,305.50,190.10,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,9,4.691018,11.411457,73.2667,0,1650.50,1650.50,345.10,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,10,2.734619,7.168223,50.7333,0,2750.50,2750.50,405.10,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,11,4.416190,6.640320,73.0000,0,3020.50,3020.50,305.10,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,12,4.512040,6.244750,73.5667,0,2270.50,2270.50,415.10,0.0,100,0,0.00
lateral,16,30,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,13,1.092445,6.153814,17.8000,0,1440.50,1440.50,420.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,0,0.021672,0.182492,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,1,0.035426,0.182492,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,2,0.078701,0.898310,0.5667,0,100.50,100.50,395.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,3,0.033107,0.181979,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,4,0.044029,0.445857,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,5,0.027407,0.308242,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,6,0.286058,2.925347,5.8333,0,165.50,165.50,360.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,7,2.611224,5.806909,59.6000,0,205.50,205.50,255.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,8,2.163706,8.071522,46.0667,0,305.50,305.50,190.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,9,4.691018,11.411457,73.2667,0,1650.50,1650.50,345.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,10,2.734619,7.168223,50.7333,0,2750.50,2750.50,405.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,11,4.416190,6.640320,73.0000,0,3020.50,3020.50,305.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,12,4.512040,6.244750,73.5667,0,2270.50,2270.50,415.10,0.0,100,0,0.00
lateral,16,60,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,13,1.092445,6.153814,17.8000,0,1440.50,1440.50,420.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,0,0.021672,0.182492,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,1,0.035426,0.182492,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,2,0.078701,0.898310,0.5667,0,100.50,100.50,395.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,3,0.033107,0.181979,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,4,0.044029,0.445857,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,5,0.027407,0.308242,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,6,0.286058,2.925347,5.8333,0,165.50,165.50,360.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,7,2.611224,5.806909,59.6000,0,205.50,205.50,255.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,8,2.163706,8.071522,46.0667,0,305.50,305.50,190.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,9,4.691018,11.411457,73.2667,0,1650.50,1650.50,345.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,10,2.734619,7.168223,50.7333,0,2750.50,2750.50,405.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,11,4.416190,6.640320,73.0000,0,3020.50,3020.50,305.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,12,4.512040,6.244750,73.5667,0,2270.50,2270.50,415.10,0.0,100,0,0.00
lateral,16,100,ttu-honest,v10,14,3,worst,kill,-1.00,0,30.000,25483,13,1.092445,6.153814,17.8000,0,1440.50,1440.50,420.10,0.0,100,0,0.00
cartpole,0,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1344,0,0.000652,0.004796,10.0000,0,110.50,130.50,95.10,0.0,100,2,0.00
cartpole,0,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1344,1,0.000623,0.004200,9.0333,0,110.50,130.50,105.10,0.0,100,2,0.00
cartpole,0,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1344,2,0.000642,0.004350,9.6667,0,110.50,120.50,105.10,0.0,100,2,0.00
cartpole,0,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1344,3,0.000655,0.004922,9.4000,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,0,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1344,4,0.000653,0.004999,9.6333,0,110.50,120.50,90.10,0.0,100,2,0.00
cartpole,0,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1344,5,0.000669,0.004871,10.2000,0,110.50,120.50,100.10,0.0,100,2,0.00
cartpole,0,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1344,6,0.000651,0.004670,9.5667,0,110.50,120.50,100.10,0.0,100,2,0.00
cartpole,0,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1344,7,0.000661,0.005200,10.2000,0,110.50,120.50,85.10,0.0,100,2,0.00
cartpole,16,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1335,0,0.000654,0.004796,9.8667,0,110.50,120.50,85.10,0.0,100,3,0.00
cartpole,16,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1335,1,0.000617,0.004451,9.7667,0,110.50,120.50,95.10,0.0,100,3,0.00
cartpole,16,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1335,2,0.000602,0.004164,9.3667,0,110.50,120.50,100.10,0.0,100,3,0.00
cartpole,16,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1335,3,0.000611,0.004922,9.5000,0,110.50,125.50,90.10,0.0,100,3,0.00
cartpole,16,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1335,4,0.000637,0.004755,10.0667,0,110.50,120.50,85.10,0.0,100,3,0.00
cartpole,16,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1335,5,0.000647,0.005311,10.1667,0,110.50,120.50,90.10,0.0,100,3,0.00
cartpole,16,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1335,6,0.000625,0.004374,9.0000,0,110.50,120.50,95.10,0.0,100,3,0.00
cartpole,16,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1335,7,0.000650,0.005200,10.2333,0,110.50,130.50,75.10,0.0,100,3,0.00
cartpole,100,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1399,0,0.000704,0.006257,10.5333,0,110.50,130.50,95.10,0.0,100,3,0.00
cartpole,100,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1399,1,0.000677,0.005234,9.7667,0,110.50,120.50,95.10,0.0,100,3,0.00
cartpole,100,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1399,2,0.000675,0.005420,9.8333,0,110.50,125.50,90.10,0.0,100,3,0.00
cartpole,100,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1399,3,0.000691,0.005277,10.1667,0,110.50,120.50,90.10,0.0,100,3,0.00
cartpole,100,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1399,4,0.000657,0.005052,8.9667,0,110.50,120.50,90.10,0.0,100,3,0.00
cartpole,100,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1399,5,0.000643,0.004342,9.2000,0,110.50,130.50,100.10,0.0,100,3,0.00
cartpole,100,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1399,6,0.000680,0.004654,9.9667,0,110.50,125.50,100.10,0.0,100,3,0.00
cartpole,100,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1399,7,0.000705,0.006405,10.1000,0,110.50,130.50,90.10,0.0,100,3,0.00
cartpole,200,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1334,0,0.000647,0.004796,9.8333,0,110.50,125.50,95.10,0.0,100,3,0.00
cartpole,200,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1334,1,0.000668,0.005140,10.6000,0,110.50,120.50,95.10,0.0,100,3,0.00
cartpole,200,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1334,2,0.000673,0.004681,10.5000,0,110.50,120.50,100.10,0.0,100,3,0.00
cartpole,200,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1334,3,0.000645,0.004922,9.7333,0,110.50,120.50,95.10,0.0,100,3,0.00
cartpole,200,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1334,4,0.000672,0.005910,10.0000,0,110.50,120.50,90.10,0.0,100,3,0.00
cartpole,200,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1334,5,0.000619,0.004782,9.2667,0,110.50,120.50,100.10,0.0,100,3,0.00
cartpole,200,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1334,6,0.000662,0.004962,9.5000,0,110.50,130.50,105.10,0.0,100,3,0.00
cartpole,200,0,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1334,7,0.000677,0.006195,9.9667,0,110.50,130.50,90.10,0.0,100,3,0.00
cartpole,16,30,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1346,0,0.000607,0.005013,8.6000,0,110.50,130.50,85.10,0.0,100,2,0.00
cartpole,16,30,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1346,1,0.000616,0.004183,9.2333,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,30,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1346,2,0.000610,0.004484,9.6333,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,30,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1346,3,0.000650,0.004641,10.5333,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,30,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1346,4,0.000612,0.004759,9.4000,0,110.50,120.50,105.10,0.0,100,2,0.00
cartpole,16,30,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1346,5,0.000660,0.004585,11.0333,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,30,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1346,6,0.000598,0.003994,9.2667,0,110.50,120.50,100.10,0.0,100,2,0.00
cartpole,16,30,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1346,7,0.000627,0.004410,9.9333,0,110.50,120.50,90.10,0.0,100,2,0.00
cartpole,16,60,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1374,0,0.000638,0.005017,9.8667,0,110.50,120.50,85.10,0.0,100,2,0.00
cartpole,16,60,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1374,1,0.000608,0.004218,9.1667,0,110.50,120.50,100.10,0.0,100,2,0.00
cartpole,16,60,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1374,2,0.000608,0.004189,9.4667,0,110.50,130.50,100.10,0.0,100,2,0.00
cartpole,16,60,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1374,3,0.000646,0.004683,10.5000,0,110.50,120.50,90.10,0.0,100,2,0.00
cartpole,16,60,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1374,4,0.000618,0.004520,9.5333,0,110.50,130.50,95.10,0.0,100,2,0.00
cartpole,16,60,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1374,5,0.000608,0.004585,9.1667,0,110.50,120.50,100.10,0.0,100,2,0.00
cartpole,16,60,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1374,6,0.000611,0.004208,9.2667,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,60,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1374,7,0.000639,0.004612,10.2333,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,100,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1422,0,0.000626,0.004202,9.4667,0,110.50,120.50,100.10,0.0,100,1,0.00
cartpole,16,100,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1422,1,0.000623,0.004221,10.1000,0,110.50,120.50,90.10,0.0,100,1,0.00
cartpole,16,100,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1422,2,0.000613,0.004419,9.5000,0,110.50,125.50,95.10,0.0,100,1,0.00
cartpole,16,100,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1422,3,0.000626,0.004337,10.1000,0,110.50,120.50,95.10,0.0,100,1,0.00
cartpole,16,100,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1422,4,0.000638,0.004490,10.1000,0,110.50,125.50,95.10,0.0,100,1,0.00
cartpole,16,100,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1422,5,0.000637,0.004618,10.0000,0,110.50,120.50,85.10,0.0,100,1,0.00
cartpole,16,100,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1422,6,0.000620,0.004742,9.1333,0,110.50,120.50,85.10,0.0,100,1,0.00
cartpole,16,100,aguard-honest,v10,8,3,worst,kill,-1.00,0,30.000,1422,7,0.000631,0.005009,10.1667,0,110.50,120.50,80.10,0.0,100,1,0.00
cartpole,0,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1091,0,0.000541,0.004222,8.9000,0,110.50,110.50,90.10,0.0,100,1,0.00
cartpole,0,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1091,1,0.000538,0.004576,7.9333,0,110.50,110.50,100.10,0.0,100,1,0.00
cartpole,0,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1091,2,0.000534,0.004554,8.2000,0,100.50,120.50,100.10,0.0,100,1,0.00
cartpole,0,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1091,3,0.000553,0.004563,9.0667,0,100.50,110.50,95.10,0.0,100,1,0.00
cartpole,0,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1091,4,0.000531,0.004278,7.9333,0,100.50,115.50,95.10,0.0,100,1,0.00
cartpole,0,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1091,5,0.000541,0.004471,7.8667,0,100.50,110.50,100.10,0.0,100,1,0.00
cartpole,0,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1091,6,0.000534,0.004457,8.0000,0,105.50,110.50,100.10,0.0,100,1,0.00
cartpole,0,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1091,7,0.000547,0.004865,8.5000,0,110.50,110.50,100.10,0.0,100,1,0.00
cartpole,16,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,0,0.000504,0.004306,7.1333,0,105.50,120.50,80.10,0.0,100,2,0.00
cartpole,16,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,1,0.000517,0.004335,7.4333,0,110.50,120.50,85.10,0.0,100,2,0.00
cartpole,16,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,2,0.000515,0.004412,7.2667,0,105.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,3,0.000510,0.004545,7.0667,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,4,0.000522,0.004432,7.9000,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,16,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,5,0.000515,0.004561,7.2667,0,110.50,110.50,90.10,0.0,100,2,0.00
cartpole,16,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,6,0.000529,0.004444,8.1000,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,16,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,7,0.000521,0.004331,7.6333,0,110.50,130.50,100.10,0.0,100,2,0.00
cartpole,100,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,844,0,0.000398,0.003649,4.5333,0,110.50,115.50,100.10,0.0,100,2,0.00
cartpole,100,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,844,1,0.000497,0.005273,7.1667,0,110.50,110.50,95.10,0.0,100,2,0.00
cartpole,100,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,844,2,0.000473,0.004167,6.9667,0,105.50,110.50,95.10,0.0,100,2,0.00
cartpole,100,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,844,3,0.000459,0.004170,6.1333,0,100.50,120.50,105.10,0.0,100,2,0.00
cartpole,100,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,844,4,0.000456,0.004164,6.1333,0,110.50,125.50,95.10,0.0,100,2,0.00
cartpole,100,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,844,5,0.000506,0.004602,7.7667,0,110.50,120.50,100.10,0.0,100,2,0.00
cartpole,100,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,844,6,0.000452,0.004867,5.9667,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,100,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,844,7,0.000506,0.004598,6.4333,0,110.50,110.50,95.10,0.0,100,2,0.00
cartpole,200,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,881,0,0.000398,0.003901,4.3667,0,110.50,120.50,110.10,0.0,100,1,0.00
cartpole,200,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,881,1,0.000453,0.004226,6.3333,0,110.50,120.50,85.10,0.0,100,1,0.00
cartpole,200,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,881,2,0.000441,0.004370,5.2667,0,100.50,110.50,100.10,0.0,100,1,0.00
cartpole,200,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,881,3,0.000445,0.004422,5.8333,0,100.50,110.50,95.10,0.0,100,1,0.00
cartpole,200,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,881,4,0.000455,0.003950,5.7333,0,110.50,110.50,105.10,0.0,100,1,0.00
cartpole,200,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,881,5,0.000511,0.004407,7.6000,0,110.50,120.50,105.10,0.0,100,1,0.00
