plant,scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms,tau_crit_ms,max_sim_crit,sim_crit_over_cores_pct
lateral,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,4,0.033515,0.318060,0.0000,0,105.50,120.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,5,0.428491,2.267686,11.0333,0,90.50,125.50,455.10,0.0,100,0,0.00
lateral,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,6,0.471580,2.415861,11.9667,0,105.50,105.50,450.10,0.0,100,0,0.00
lateral,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,7,0.059170,0.764622,0.0000,0,105.50,110.50,415.10,0.0,100,0,0.00
lateral,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,8,0.066742,0.989417,0.8667,0,105.50,105.50,245.10,0.0,100,0,0.00
lateral,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,9,0.025580,0.198545,0.0000,0,95.50,115.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,0,0.042269,0.182854,0.0000,0,90.50,110.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,1,0.058623,0.189319,0.0000,0,105.50,125.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,2,0.112511,1.060932,0.8000,0,110.50,110.50,420.10,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,3,0.034037,0.421302,0.0000,0,100.50,105.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,4,0.026688,0.299028,0.0000,0,105.50,120.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,5,0.390506,2.519712,10.4667,0,105.50,110.50,440.10,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,6,0.582610,2.936864,14.2000,0,100.50,105.50,425.10,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,7,0.421842,2.244722,10.0000,0,105.50,105.50,455.10,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,8,0.050015,0.184326,0.0000,0,95.50,105.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,9,0.051556,0.804291,0.5333,0,100.50,105.50,280.10,0.0,100,0,0.00
lateral,aguard,v10,11,3,worst,kill,-1.00,0,30.000,7490,10,0.036888,0.203730,0.0000,0,105.50,115.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,0,0.115503,0.337618,0.0000,0,770.50,790.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,1,0.144475,0.694981,0.5667,0,1080.50,1100.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,2,0.087823,0.894245,0.5667,0,540.50,560.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,3,0.103490,0.843263,0.9000,0,540.50,560.50,330.10,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,4,0.059848,0.392291,0.0000,0,715.50,730.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,5,0.219876,1.680507,3.2333,0,1090.50,1110.50,480.10,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,6,0.464850,2.115201,10.7333,0,1100.50,1120.50,455.10,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,7,0.765673,3.157842,16.7000,0,805.50,825.50,415.10,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,8,0.269179,2.012818,5.6333,0,1950.50,1970.50,365.10,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,9,0.151065,0.409910,0.0000,0,630.50,650.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,10,0.173921,0.667377,0.0000,0,640.50,665.50,305.10,0.0,100,0,0.00
lateral,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,11,0.166937,0.509026,0.0000,0,670.50,690.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,0,0.527092,1.757276,9.4667,0,785.50,790.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,1,0.279496,1.575903,3.4333,0,2020.50,2040.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,2,0.208258,1.308252,2.8667,0,1010.50,1030.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,3,0.161922,0.809058,1.1667,0,665.50,685.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,4,0.163677,1.458944,2.4000,0,630.50,650.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,5,0.305189,1.342574,5.4333,0,1235.50,1250.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,6,0.578633,3.138282,16.8333,0,1780.50,1800.50,445.10,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,7,0.767386,2.702124,15.6667,0,800.50,820.50,425.10,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,8,0.673810,3.102175,17.1000,0,1700.50,1720.50,425.10,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,9,0.381496,1.109881,5.5333,0,1930.50,1950.50,470.10,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,10,0.441724,1.523698,7.7333,0,1440.50,1460.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,11,0.591269,1.643071,11.5333,0,930.50,945.50,330.10,0.0,100,0,0.00
lateral,aguard,v10,13,3,worst,kill,-1.00,0,30.000,19503,12,0.332493,0.855727,2.9000,0,1560.50,1585.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,0,0.765006,2.339260,18.8667,0,860.50,880.50,415.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,1,0.631837,2.032338,16.3000,0,1230.50,1250.50,430.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,2,0.588034,2.250572,14.3333,0,1560.50,1585.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,3,0.554534,2.142612,12.1333,0,1060.50,1080.50,405.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,4,0.411710,0.856100,7.5667,0,1270.50,1295.50,435.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,5,0.457575,1.922457,5.6000,0,1110.50,1130.50,415.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,6,0.629870,2.510693,11.1333,0,1000.50,1020.50,280.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,7,0.896936,2.252826,20.7333,0,940.50,965.50,355.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,8,1.000973,3.101162,25.7667,0,2600.50,2625.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,9,0.961459,2.861707,27.1333,0,800.50,820.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,10,0.809688,2.300082,20.9667,0,1520.50,1540.50,380.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,11,0.790406,2.597394,16.8333,0,2080.50,2100.50,405.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,12,0.950031,2.346248,24.0667,0,1604.90,1624.90,395.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,13,0.869658,2.505162,21.0667,0,1540.50,1560.50,375.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,0,1.614830,4.248241,39.2667,0,805.50,810.50,360.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,1,1.327517,3.543732,33.8333,0,1490.50,1510.50,390.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,2,1.461740,3.562539,36.4667,0,1720.50,1745.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,3,1.262749,3.430666,32.5333,0,1435.50,1455.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,4,1.338450,3.463194,33.7333,0,910.50,930.50,385.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,5,1.284648,3.472924,29.9333,0,930.50,950.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,6,1.599447,4.575827,36.3333,0,1510.50,1530.50,320.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,7,1.516206,4.171555,34.5333,0,1070.50,1090.50,200.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,8,1.659935,3.642799,41.4333,0,1560.50,1590.50,350.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,9,1.872464,3.265794,49.8000,0,1140.50,1160.50,405.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,10,1.626964,4.043015,40.9333,0,880.50,900.50,335.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,11,1.661512,4.205983,39.9667,0,2360.50,2380.50,355.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,12,1.579452,3.667814,36.0000,0,1950.50,1965.50,245.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,13,1.665043,4.110381,40.1667,0,2500.50,2520.50,385.10,0.0,100,0,0.00
lateral,aguard,v10,15,3,worst,kill,-1.00,0,30.000,34541,14,1.716252,3.739775,43.5667,0,1230.50,1250.50,365.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,0,2.258455,4.895939,51.7000,0,1690.50,1710.50,380.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,1,2.293129,4.914899,49.4667,0,1155.50,1175.50,285.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,2,2.076023,4.450131,46.9000,0,1240.50,1265.50,275.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,3,1.949513,3.342016,47.8333,0,970.50,990.50,325.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,4,2.133463,4.307362,50.2667,0,840.50,860.50,330.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,5,1.881401,3.898454,45.1000,0,1870.50,1890.50,225.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,6,2.061374,4.521654,46.5667,0,1620.50,1645.50,300.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,7,2.049691,6.053714,42.9667,0,1990.50,2010.50,330.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,8,2.243034,5.215913,46.5000,0,1650.50,1670.50,235.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,9,2.297155,4.281281,48.4667,0,1100.50,1120.50,370.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,10,2.451569,3.887350,59.2333,0,980.50,980.50,300.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,11,2.201171,4.217240,50.7000,0,1185.50,1205.50,340.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,12,2.314391,5.915405,51.6333,0,980.50,980.50,370.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,13,2.382557,4.490920,51.9333,0,1320.50,1340.50,265.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,14,2.299667,5.010629,51.4667,0,3080.50,3100.50,330.10,0.0,100,0,0.00
lateral,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42093,15,2.398310,3.767302,54.1333,0,1450.50,1470.50,320.10,0.0,100,0,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,0,2.673430,6.352827,51.9667,0,5970.50,5995.50,320.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,1,2.623876,5.092151,55.4000,0,1810.50,1835.50,230.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,2,2.942355,5.695923,58.2667,0,1095.50,1115.50,315.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,3,2.980714,6.644080,60.0000,0,1490.50,1510.50,0.00,5.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,4,2.911582,5.412262,58.1667,0,1040.50,1040.50,310.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,5,2.832582,6.239164,56.6333,0,1600.50,1620.50,250.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,6,2.901126,5.389101,57.4667,0,730.50,750.50,320.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,7,3.060695,5.191055,60.7000,0,1160.50,1180.50,270.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,8,3.518639,8.867209,60.8667,0,1190.50,1210.50,150.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,9,3.128967,6.983478,58.3667,0,1560.50,1580.50,290.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,10,3.243885,7.430872,60.4667,0,1325.50,1345.50,260.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,11,3.047441,4.400858,62.8667,0,820.50,840.50,265.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,12,3.065913,5.382591,60.4667,0,1385.50,1385.50,255.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,13,3.125862,7.402275,62.3000,0,2505.50,2525.50,260.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,14,3.131966,7.602899,58.0333,0,2105.50,2125.50,285.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,15,3.345609,6.538321,59.9000,0,985.50,985.50,320.10,0.0,100,1,0.00
lateral,aguard,v10,17,3,worst,kill,-1.00,0,30.000,49613,16,3.021333,6.664045,58.2333,0,1755.50,1775.50,255.10,0.0,100,1,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,0,2.461923,4.696020,51.3000,0,1370.50,1390.50,375.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,1,2.249492,4.669157,47.3333,0,2045.50,2065.50,310.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,2,2.150183,4.777505,43.4333,0,2020.50,2040.50,350.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,3,2.099168,4.330294,46.1000,0,1380.50,1400.50,320.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,4,2.172646,4.113127,48.3333,0,695.50,710.50,300.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,5,2.213889,5.881792,45.1333,0,795.50,815.50,355.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,6,2.175136,4.444083,45.6000,0,820.50,840.50,350.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,7,2.148057,4.553086,47.7000,0,2930.50,2970.50,185.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,8,2.692360,7.098126,48.5333,0,1430.50,1450.50,230.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,9,2.197422,5.192667,43.0667,0,2095.50,2110.50,195.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,10,2.752923,5.332027,51.5333,0,1215.50,1235.50,260.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,11,2.483856,5.341558,54.3000,0,720.50,740.50,315.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,12,2.452289,4.961286,54.7667,0,805.50,825.50,305.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,13,2.217879,4.839270,44.3333,0,770.50,790.50,290.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,14,2.329552,5.332122,45.5333,0,880.50,900.50,325.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,15,2.597395,7.518426,51.2667,0,1360.50,1385.50,305.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,16,0.449325,6.237145,6.5333,0,26800.50,26800.50,125.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,17,1.249316,6.244412,21.5000,0,21040.50,21040.50,115.10,0.0,100,0,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,0,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,1,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,2,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,3,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,4,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,5,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,6,0.000581,0.004335,9.5500,0,85.50,95.50,95.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,7,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,8,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,1,0.00
cartpole,rm,v10,10,3,worst,kill,-1.00,0,20.000,0,9,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,1,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,0,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,1,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,2,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,3,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,4,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,5,0.000931,0.005897,11.3000,0,100.50,100.50,90.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,6,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,7,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,8,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,9,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,2,0.00
cartpole,rm,v10,11,3,worst,kill,-1.00,0,20.000,2997,10,332.979216,612.814703,99.4500,1968,-1.00,-1.00,0.00,19725.0,100,2,0.00
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,0,0.014539,0.106534,78.7500,174,90.50,110.50,0.00,2900.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,1,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,2,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,3,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,4,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,5,0.000931,0.005897,11.3000,0,100.50,100.50,90.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,6,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,7,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,8,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,9,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,10,332.979216,612.814703,99.4500,1968,-1.00,-1.00,0.00,19725.0,100,4,0.07
cartpole,rm,v10,12,3,worst,kill,-1.00,0,20.000,7992,11,332.979216,612.814703,99.4500,1968,-1.00,-1.00,0.00,19725.0,100,4,0.07
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,0,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,1,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,2,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,3,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,4,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,5,0.000931,0.005897,11.3000,0,90.50,100.50,90.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,6,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,7,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,8,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,9,332.979216,612.814703,99.4500,1968,-1.00,-1.00,0.00,19725.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,10,332.979216,612.814703,99.4500,1968,-1.00,-1.00,0.00,19725.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,11,332.979216,612.814703,99.4500,1968,-1.00,-1.00,0.00,19725.0,100,5,99.12
cartpole,rm,v10,13,3,worst,kill,-1.00,0,20.000,11988,12,332.979216,612.814703,99.4500,1968,-1.00,-1.00,0.00,19725.0,100,5,99.12
cartpole,rm,v10,14,3,worst,kill,-1.00,0,20.000,16983,0,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,14,3,worst,kill,-1.00,0,20.000,16983,1,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,14,3,worst,kill,-1.00,0,20.000,16983,2,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,14,3,worst,kill,-1.00,0,20.000,16983,3,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,14,3,worst,kill,-1.00,0,20.000,16983,4,0.000443,0.004136,5.8000,0,90.50,90.50,105.10,0.0,100,5,99.12
cartpole,rm,v10,14,3,worst,kill,-1.00,0,20.000,16983,5,0.000427,0.003911,5.3500,0,90.50,90.50,110.10,0.0,100,5,99.12
cartpole,rm,v10,14,3,worst,kill,-1.00,0,20.000,16983,6,0.000342,0.003715,5.1000,0,85.50,85.50,115.10,0.0,100,5,99.12
