plant,scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms,tau_crit_ms,max_sim_crit,sim_crit_over_cores_pct
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,13,295503.443001,1403788.140675,73.5667,2142,-1.00,-1.00,0.00,21770.0,100,12,97.95
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,14,753220.023143,2665169.936668,95.4000,2796,-1.00,-1.00,0.00,28315.0,100,12,97.95
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,15,169650.081511,523892.552163,99.0000,2922,-1.00,-1.00,0.00,29655.0,100,12,97.95
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,16,5.827889,154.355276,8.0000,149,-1.00,-1.00,0.00,1750.0,100,12,97.95
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,17,4275.629613,58264.761741,29.8000,803,-1.00,-1.00,0.00,8295.0,100,12,97.95
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,0,0.020329,0.181496,0.0000,0,85.50,100.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,1,0.068628,0.872411,0.5333,0,90.50,90.50,395.10,0.0,100,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,2,0.029742,0.370179,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,3,0.508085,2.737622,13.4333,0,100.50,100.50,445.10,0.0,100,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,4,0.245523,2.053182,5.3333,0,90.50,90.50,350.10,0.0,100,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,5,0.051822,0.668852,0.0000,0,90.50,90.50,305.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,0,0.021688,0.182501,0.0000,0,90.50,105.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,1,0.035305,0.182501,0.0000,0,95.50,95.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,2,0.080587,0.937743,0.5667,0,100.50,100.50,395.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,3,0.033343,0.183676,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,4,0.044185,0.447345,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,5,0.027298,0.307327,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,6,0.237854,2.254028,5.1333,0,105.50,105.50,445.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,7,2.698845,6.495331,60.3000,0,145.50,145.50,315.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,8,1.989374,7.119958,42.6333,0,455.50,455.50,185.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,9,4.501007,10.915174,72.1333,0,2570.50,2580.50,340.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,10,3.404257,8.661915,54.5000,0,2960.50,2970.50,320.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,11,4.591030,9.006392,74.6667,0,8320.50,8320.50,355.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,12,4.158676,5.850973,73.9000,0,3250.50,3250.50,435.10,0.0,100,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,13,0.980684,5.567220,17.6333,0,1630.50,1630.50,435.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,0,0.022252,0.187891,0.0000,0,100.50,120.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,1,0.042856,0.181485,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,2,0.057646,0.194089,0.0000,0,105.50,105.50,-1.00,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,3,0.115002,0.943774,0.5667,0,180.50,180.50,395.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,4,0.800886,2.942600,34.4333,0,250.50,250.50,395.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,5,1.358035,5.585949,39.9333,0,560.50,560.50,380.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,6,4.049526,6.158907,75.4333,0,4380.50,4380.50,365.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,7,4.067616,7.827798,68.1000,0,3450.50,3450.50,315.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,8,4.644471,11.671929,77.4000,0,2610.50,2610.50,305.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,9,5.122745,11.219412,75.1333,0,2400.50,2410.50,120.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,10,4.879096,12.899805,73.7667,0,3670.50,3670.50,295.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,11,3.462199,11.207704,64.7333,0,3750.50,3760.50,250.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,12,4.216638,5.857528,72.4000,0,2550.50,2560.50,395.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,13,3.282239,8.901719,55.5667,0,5490.50,5500.50,300.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,14,3.724729,6.456218,68.6000,0,3190.50,3190.50,435.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,15,4.261319,5.816720,75.1667,0,3430.50,3430.50,305.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,16,0.321143,3.764385,6.2000,0,1070.50,1080.50,445.10,0.0,100,0,0.00
lateral,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,17,1.268398,5.559881,22.3667,0,1680.50,1680.50,435.10,0.0,100,0,0.00
lateral,aguard,v10,6,3,worst,kill,-1.00,0,30.000,0,0,0.020985,0.187326,0.0000,0,90.50,100.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,6,3,worst,kill,-1.00,0,30.000,0,1,0.073133,0.912455,0.5667,0,100.50,100.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,6,3,worst,kill,-1.00,0,30.000,0,2,0.030609,0.370642,0.0000,0,90.50,110.50,-1.00,0.0,100,0,0.00
lateral,aguard,v10,6,3,worst,kill,-1.00,0,30.000,0,3,0.427096,2.286603,11.0333,0,90.50,100.50,455.10,0.0,100,0,0.00
lateral,aguard,v10,6,3,worst,kill,-1.00,0,30.000,0,4,0.303263,2.466968,6.7333,0,90.50,100.50,320.10,0.0,100,0,0.00
lateral,aguard,v10,6,3,worst,kill,-1.00,0,30.000,0,5,0.051398,0.674417,0.0000,0,100.50,100.50,305.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,0,0.765006,2.339260,18.8667,0,860.50,880.50,415.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,1,0.631837,2.032338,16.3000,0,1230.50,1250.50,430.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,2,0.588034,2.250572,14.3333,0,1560.50,1585.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,3,0.554534,2.142612,12.1333,0,1060.50,1080.50,405.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,4,0.411710,0.856100,7.5667,0,1270.50,1295.50,435.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,5,0.457575,1.922457,5.6000,0,1110.50,1130.50,415.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,6,0.629870,2.510693,11.1333,0,1000.50,1020.50,280.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,7,0.896936,2.252826,20.7333,0,940.50,965.50,355.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,8,1.000973,3.101162,25.7667,0,2600.50,2625.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,9,0.961459,2.861707,27.1333,0,800.50,820.50,395.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,10,0.809688,2.300082,20.9667,0,1520.50,1540.50,380.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,11,0.790406,2.597394,16.8333,0,2080.50,2100.50,405.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,12,0.950031,2.346248,24.0667,0,1604.90,1624.90,395.10,0.0,100,0,0.00
lateral,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27042,13,0.869658,2.505162,21.0667,0,1540.50,1560.50,375.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,0,2.461923,4.696020,51.3000,0,1370.50,1390.50,375.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,1,2.249492,4.669157,47.3333,0,2045.50,2065.50,310.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,2,2.150183,4.777505,43.4333,0,2020.50,2040.50,350.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,3,2.099168,4.330294,46.1000,0,1380.50,1400.50,320.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,4,2.172646,4.113127,48.3333,0,695.50,710.50,300.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,5,2.213889,5.881792,45.1333,0,795.50,815.50,355.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,6,2.175136,4.444083,45.6000,0,820.50,840.50,350.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,7,2.148057,4.553086,47.7000,0,2930.50,2970.50,185.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,8,2.692360,7.098126,48.5333,0,1430.50,1450.50,230.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,9,2.197422,5.192667,43.0667,0,2095.50,2110.50,195.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,10,2.752923,5.332027,51.5333,0,1215.50,1235.50,260.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,11,2.483856,5.341558,54.3000,0,720.50,740.50,315.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,12,2.452289,4.961286,54.7667,0,805.50,825.50,305.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,13,2.217879,4.839270,44.3333,0,770.50,790.50,290.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,14,2.329552,5.332122,45.5333,0,880.50,900.50,325.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,15,2.597395,7.518426,51.2667,0,1360.50,1385.50,305.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,16,0.449325,6.237145,6.5333,0,26800.50,26800.50,125.10,0.0,100,0,0.00
lateral,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57069,17,1.249316,6.244412,21.5000,0,21040.50,21040.50,115.10,0.0,100,0,0.00
lateral,rm,v10,6,3,worst,kill,-1.00,0,30.000,0,0,0.020859,0.185060,0.0000,0,80.50,100.50,-1.00,0.0,150,0,0.00
lateral,rm,v10,6,3,worst,kill,-1.00,0,30.000,0,1,0.068131,0.844841,0.5667,0,80.50,80.50,395.10,0.0,150,0,0.00
lateral,rm,v10,6,3,worst,kill,-1.00,0,30.000,0,2,0.029897,0.374502,0.0000,0,90.50,90.50,-1.00,0.0,150,0,0.00
lateral,rm,v10,6,3,worst,kill,-1.00,0,30.000,0,3,0.506996,2.738879,13.4333,0,90.50,90.50,435.10,0.0,150,0,0.00
lateral,rm,v10,6,3,worst,kill,-1.00,0,30.000,0,4,0.230993,1.933868,4.8333,0,90.50,90.50,360.10,0.0,150,0,0.00
lateral,rm,v10,6,3,worst,kill,-1.00,0,30.000,0,5,0.051836,0.677818,0.0000,0,90.50,90.50,305.10,0.0,150,0,0.00
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,0,0.021676,0.182397,0.0000,0,90.50,90.50,-1.00,0.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,1,0.035371,0.182397,0.0000,0,90.50,90.50,-1.00,0.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,2,0.079986,0.913404,0.5667,0,90.50,90.50,395.10,0.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,3,0.032279,0.182397,0.0000,0,90.50,90.50,-1.00,0.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,4,0.044784,0.477326,0.0000,0,90.50,90.50,435.10,0.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,5,0.027335,0.309563,0.0000,0,90.50,90.50,-1.00,0.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,6,0.202105,1.878714,4.5667,0,85.50,85.50,445.10,0.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,7,12.565621,61.414975,65.0333,724,85.50,85.50,0.00,9765.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,8,12.800199,61.104528,58.2667,758,85.50,85.50,0.00,10170.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,9,32818.130132,297562.197136,60.7000,1678,-1.00,-1.00,0.00,17490.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,10,251593.711658,1256368.375666,70.4667,2048,-1.00,-1.00,0.00,20835.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,11,837082.032227,2858920.875621,98.2333,2885,-1.00,-1.00,0.00,29210.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,12,13229.984284,39161.867870,98.9000,2910,-1.00,-1.00,0.00,29475.0,150,7,74.95
lateral,rm,v10,14,3,worst,kill,-1.00,0,30.000,25483,13,1281.106738,20959.360123,23.5667,616,-1.00,-1.00,0.00,6425.0,150,7,74.95
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,0,0.023119,0.193611,0.0000,0,90.50,110.50,-1.00,0.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,1,0.041408,0.182397,0.0000,0,90.50,90.50,-1.00,0.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,2,0.053571,0.179407,0.0000,0,90.50,90.50,-1.00,0.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,3,0.079627,0.988364,0.6667,0,90.50,100.50,365.10,0.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,4,3.922303,17.770265,73.3333,373,90.50,90.50,0.00,4285.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,5,3.174089,15.756975,81.7000,199,90.50,90.50,0.00,2275.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,6,334024.122030,824694.252006,98.8000,2904,-1.00,-1.00,0.00,29475.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,7,33225.544476,85867.165367,98.5333,2879,-1.00,-1.00,0.00,29400.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,8,280313.908258,1206030.338219,94.2667,2426,-1.00,-1.00,0.00,24585.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,9,441729.935335,1494657.547121,97.8667,2892,-1.00,-1.00,0.00,29285.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,10,29720.879068,84105.066731,97.9000,2889,-1.00,-1.00,0.00,29225.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,11,6686.467208,86100.373647,48.2667,1304,-1.00,-1.00,0.00,13750.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,12,54145.055955,417077.844431,98.0000,2856,-1.00,-1.00,0.00,28925.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,13,295503.443001,1403788.140675,73.5667,2142,-1.00,-1.00,0.00,21770.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,14,753220.023143,2665169.936668,95.4000,2796,-1.00,-1.00,0.00,28315.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,15,169650.081511,523892.552163,99.0000,2922,-1.00,-1.00,0.00,29655.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,16,5.827889,154.355276,8.0000,149,-1.00,-1.00,0.00,1750.0,150,12,98.12
lateral,rm,v10,18,3,worst,kill,-1.00,0,30.000,55463,17,4275.629613,58264.761741,29.8000,803,-1.00,-1.00,0.00,8295.0,150,12,98.12
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,0,0.020329,0.181496,0.0000,0,85.50,100.50,-1.00,0.0,150,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,1,0.068628,0.872411,0.5333,0,90.50,90.50,395.10,0.0,150,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,2,0.029742,0.370179,0.0000,0,90.50,90.50,-1.00,0.0,150,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,3,0.508085,2.737622,13.4333,0,100.50,100.50,445.10,0.0,150,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,4,0.245523,2.053182,5.3333,0,90.50,90.50,350.10,0.0,150,0,0.00
lateral,ttu,v10,6,3,worst,kill,-1.00,0,30.000,0,5,0.051822,0.668852,0.0000,0,90.50,90.50,305.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,0,0.021688,0.182501,0.0000,0,90.50,105.50,-1.00,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,1,0.035305,0.182501,0.0000,0,95.50,95.50,-1.00,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,2,0.080587,0.937743,0.5667,0,100.50,100.50,395.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,3,0.033343,0.183676,0.0000,0,100.50,100.50,-1.00,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,4,0.044185,0.447345,0.0000,0,100.50,100.50,-1.00,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,5,0.027298,0.307327,0.0000,0,90.50,90.50,-1.00,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,6,0.237854,2.254028,5.1333,0,105.50,105.50,445.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,7,2.698845,6.495331,60.3000,0,145.50,145.50,315.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,8,1.989374,7.119958,42.6333,0,455.50,455.50,185.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,9,4.501007,10.915174,72.1333,0,2570.50,2580.50,340.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,10,3.404257,8.661915,54.5000,0,2960.50,2970.50,320.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,11,4.591030,9.006392,74.6667,0,8320.50,8320.50,355.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,12,4.158676,5.850973,73.9000,0,3250.50,3250.50,435.10,0.0,150,0,0.00
lateral,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,13,0.980684,5.567220,17.6333,0,1630.50,1630.50,435.10,0.0,150,0,0.00
