plant,floor_ms,scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms,tau_crit_ms,max_sim_crit,sim_crit_over_cores_pct
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,4,2.195023,4.751779,50.5667,0,840.50,860.50,330.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,5,1.881697,3.898372,44.0000,0,1870.50,1890.50,225.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,6,2.073027,4.269023,47.4333,0,990.50,1015.50,400.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,7,2.290747,5.953057,49.8667,0,1990.50,2010.50,330.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,8,2.264474,5.968025,49.2667,0,1665.50,1685.50,265.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,9,2.305708,4.495935,48.5667,0,1100.50,1120.50,290.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,10,2.437543,3.694587,59.4667,0,1090.50,1110.50,330.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,11,2.237380,4.818638,51.6333,0,1185.50,1205.50,385.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,12,2.320095,5.649859,52.1000,0,980.50,980.50,320.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,13,2.443338,6.165872,52.2333,0,1320.50,1340.50,265.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,14,2.081370,6.589597,49.4333,0,3080.50,3100.50,280.10,0.0,100,0,0.00
lateral,150,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42072,15,2.423821,5.091893,53.8000,0,1450.50,1470.50,355.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,0,2.416312,6.492625,50.8667,0,1320.50,1340.50,215.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,1,1.839288,4.435700,42.4333,0,2605.50,2625.50,355.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,2,2.130466,4.958633,44.5333,0,2050.50,2070.50,340.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,3,2.013193,3.806708,46.6333,0,1240.50,1265.50,300.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,4,2.060820,4.479529,46.9000,0,970.50,990.50,345.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,5,1.729955,4.007321,43.2000,0,2655.50,2655.50,380.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,6,1.929245,4.281987,43.1333,0,820.50,840.50,385.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,7,2.118523,5.887792,44.9333,0,805.50,820.50,375.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,8,2.205156,6.276814,45.0667,0,1590.50,1610.50,225.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,9,2.157261,4.823717,40.4667,0,1210.50,1230.50,315.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,10,2.568058,5.310614,50.6333,0,1215.50,1235.50,245.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,11,2.193672,3.878127,51.6333,0,980.50,980.50,340.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,12,2.104952,4.030089,50.1000,0,1245.50,1265.50,325.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,13,2.008916,4.489692,42.8333,0,860.50,880.50,300.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,14,2.116112,6.067239,42.9667,0,1595.50,1615.50,355.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,15,2.291143,4.247448,47.9333,0,980.50,1005.50,305.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,16,0.415337,5.668965,6.4333,0,120.50,120.50,160.10,0.0,100,0,0.00
lateral,150,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57066,17,1.067812,5.401911,19.7667,0,545.50,575.50,155.10,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,0,0.033678,0.181410,0.0000,0,105.50,105.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,1,0.040600,0.197187,0.0000,0,95.50,110.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,2,0.047068,0.276382,0.0000,0,100.50,120.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,3,0.040360,0.916870,0.0000,0,95.50,110.50,365.10,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,4,0.033515,0.318060,0.0000,0,105.50,120.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,5,0.428491,2.267686,11.0333,0,90.50,125.50,455.10,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,6,0.471580,2.415861,11.9667,0,105.50,105.50,450.10,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,7,0.059170,0.764622,0.0000,0,105.50,110.50,415.10,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,8,0.066742,0.989417,0.8667,0,105.50,105.50,245.10,0.0,100,0,0.00
lateral,200,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,9,0.025580,0.198545,0.0000,0,95.50,115.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,0,0.115503,0.337618,0.0000,0,770.50,790.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,1,0.144475,0.694981,0.5667,0,1080.50,1100.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,2,0.087823,0.894245,0.5667,0,540.50,560.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,3,0.103490,0.843263,0.9000,0,540.50,560.50,330.10,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,4,0.059848,0.392291,0.0000,0,715.50,730.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,5,0.219876,1.680507,3.2333,0,1090.50,1110.50,480.10,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,6,0.464850,2.115201,10.7333,0,1100.50,1120.50,455.10,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,7,0.765673,3.157842,16.7000,0,805.50,825.50,415.10,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,8,0.269179,2.012818,5.6333,0,1950.50,1970.50,365.10,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,9,0.151065,0.409910,0.0000,0,630.50,650.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,10,0.173921,0.667377,0.0000,0,640.50,665.50,305.10,0.0,100,0,0.00
lateral,200,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,11,0.166937,0.509026,0.0000,0,670.50,690.50,-1.00,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,0,0.874851,2.568477,21.6667,0,980.50,1000.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,1,0.630131,2.032338,15.9000,0,1230.50,1250.50,420.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,2,0.575837,2.250572,13.0333,0,1560.50,1585.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,3,0.562292,2.369036,12.2333,0,1080.50,1100.50,405.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,4,0.416992,1.096571,7.4000,0,1270.50,1295.50,435.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,5,0.471904,1.988888,6.8000,0,1110.50,1130.50,415.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,6,0.648545,2.679307,12.6333,0,1000.50,1020.50,290.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,7,0.915907,2.252826,22.5333,0,940.50,965.50,355.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,8,1.038540,3.101162,27.3667,0,2540.50,2560.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,9,0.988660,2.861707,28.0000,0,800.50,820.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,10,0.828562,2.300082,21.4667,0,1520.50,1540.50,380.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,11,0.770945,2.599213,18.4667,0,2080.50,2100.50,440.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,12,0.974766,2.216039,24.0333,0,760.50,780.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,13,0.882683,2.505162,21.6000,0,1540.50,1560.50,375.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,0,2.378660,5.354854,53.1667,0,940.50,965.50,390.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,1,2.517845,6.261600,52.7667,0,1155.50,1175.50,345.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,2,2.138545,4.544752,47.7667,0,1240.50,1265.50,345.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,3,2.132446,3.712147,48.7000,0,1045.50,1060.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,4,2.175315,4.679380,50.9667,0,840.50,860.50,330.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,5,2.083411,4.723206,46.1333,0,1870.50,1890.50,225.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,6,2.268587,5.298012,48.9333,0,990.50,1015.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,7,2.195955,4.868640,50.6000,0,1990.50,2010.50,345.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,8,2.273929,6.745665,47.2667,0,1650.50,1670.50,250.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,9,2.403891,4.053420,49.3000,0,1100.50,1120.50,335.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,10,2.528248,4.090618,59.0000,0,980.50,980.50,385.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,11,2.348305,4.760274,52.0333,0,1185.50,1205.50,390.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,12,2.409511,6.001011,53.0333,0,1160.50,1170.50,300.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,13,2.543257,6.058396,52.8333,0,1320.50,1340.50,265.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,14,2.472670,7.174164,52.2000,0,3080.50,3100.50,380.10,0.0,100,0,0.00
lateral,200,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42069,15,2.369776,4.048531,53.4000,0,1450.50,1470.50,400.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,0,2.057014,4.669148,45.2333,0,1450.50,1470.50,380.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,1,2.007731,4.207398,45.0667,0,975.50,975.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,2,1.716394,4.835304,38.7333,0,2020.50,2040.50,355.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,3,1.840884,4.096644,44.8667,0,1360.50,1375.50,385.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,4,1.823823,4.834948,44.4333,0,1220.50,1245.50,395.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,5,1.785351,3.354912,43.1333,0,720.50,745.50,375.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,6,1.718169,5.044030,40.0667,0,980.50,1000.50,340.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,7,1.796961,4.006960,42.9000,0,805.50,820.50,385.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,8,1.937864,5.165754,43.2333,0,1200.50,1220.50,310.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,9,1.984803,5.058475,38.9000,0,1300.50,1320.50,325.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,10,2.417343,4.948237,50.7000,0,1215.50,1235.50,345.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,11,2.150722,3.665517,52.1667,0,780.50,795.50,340.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,12,2.088085,4.773265,51.2667,0,720.50,740.50,325.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,13,1.846694,5.071251,42.2000,0,1360.50,1385.50,300.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,14,1.790614,5.721953,38.2333,0,3820.50,3840.50,345.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,15,2.171471,4.911815,46.0000,0,960.50,960.50,305.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,16,0.395274,5.134595,6.5667,0,260.50,280.50,220.10,0.0,100,0,0.00
lateral,200,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57045,17,0.979000,4.812889,19.7333,0,665.50,20650.50,385.10,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,0,0.033678,0.181410,0.0000,0,105.50,105.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,1,0.040600,0.197187,0.0000,0,95.50,110.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,2,0.047068,0.276382,0.0000,0,100.50,120.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,3,0.040360,0.916870,0.0000,0,95.50,110.50,365.10,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,4,0.033515,0.318060,0.0000,0,105.50,120.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,5,0.428491,2.267686,11.0333,0,90.50,125.50,455.10,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,6,0.471580,2.415861,11.9667,0,105.50,105.50,450.10,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,7,0.059170,0.764622,0.0000,0,105.50,110.50,415.10,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,8,0.066742,0.989417,0.8667,0,105.50,105.50,245.10,0.0,100,0,0.00
lateral,300,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,9,0.025580,0.198545,0.0000,0,95.50,115.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,0,0.108285,0.228914,0.0000,0,920.50,940.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,1,0.115263,0.695940,0.5667,0,1300.50,1320.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,2,0.089076,0.894244,0.5667,0,540.50,560.50,395.10,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,3,0.145807,0.843263,1.9000,0,885.50,900.50,330.10,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,4,0.057112,0.390570,0.0000,0,685.50,700.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,5,0.229024,1.796579,3.3667,0,965.50,985.50,480.10,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,6,0.464939,2.147978,10.8333,0,1190.50,1210.50,455.10,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,7,0.735016,3.151204,16.5667,0,805.50,825.50,415.10,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,8,0.287542,2.026280,5.5000,0,940.50,960.50,365.10,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,9,0.169920,0.430680,0.0000,0,680.50,705.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,10,0.188077,0.667379,0.0000,0,690.50,710.50,305.10,0.0,100,0,0.00
lateral,300,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12006,11,0.194619,0.572285,0.1667,0,670.50,690.50,-1.00,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,0,0.878428,2.568477,21.8333,0,980.50,1000.50,395.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,1,0.631169,2.032338,15.9333,0,1230.50,1250.50,430.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,2,0.580847,2.250572,13.0333,0,1560.50,1585.50,395.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,3,0.562433,2.389154,12.2000,0,1080.50,1100.50,405.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,4,0.421368,1.219086,7.4667,0,1270.50,1295.50,435.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,5,0.464085,1.865462,5.9667,0,1110.50,1130.50,415.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,6,0.634986,2.516497,12.4000,0,1000.50,1020.50,400.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,7,0.938515,2.252826,23.5000,0,940.50,965.50,355.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,8,1.037797,3.101162,27.0667,0,2540.50,2560.50,395.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,9,0.998558,2.861707,28.0000,0,800.50,820.50,400.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,10,0.827625,2.300082,21.5000,0,1520.50,1540.50,380.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,11,0.793260,2.599213,19.0333,0,2080.50,2100.50,440.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,12,0.975542,2.216039,24.0667,0,760.50,780.50,395.10,0.0,100,0,0.00
lateral,300,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27043,13,0.884348,2.505162,21.7000,0,1540.50,1560.50,375.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,0,2.265688,4.607714,52.1000,0,960.50,980.50,375.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,1,2.488754,5.795540,52.4667,0,1155.50,1175.50,345.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,2,2.126270,5.137285,47.8333,0,1240.50,1265.50,355.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,3,2.073106,3.567086,49.2333,0,1045.50,1060.50,335.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,4,2.138284,4.027354,50.6333,0,840.50,860.50,330.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,5,2.014371,4.083040,46.8000,0,1870.50,1890.50,225.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,6,2.161260,5.080731,47.9000,0,990.50,1015.50,400.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,7,2.428080,8.032803,51.1000,0,1990.50,2010.50,205.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,8,2.160282,4.787403,48.9333,0,1650.50,1670.50,335.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,9,2.305121,4.596341,49.2667,0,1100.50,1120.50,380.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,10,2.478634,4.090618,58.9333,0,980.50,980.50,390.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,11,2.310693,4.843145,51.8667,0,1185.50,1205.50,390.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,12,2.295212,4.190763,51.3667,0,980.50,980.50,390.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,13,2.408317,4.445761,51.6667,0,1320.50,1340.50,265.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,14,2.307200,5.289369,50.6000,0,3080.50,3100.50,390.10,0.0,100,0,0.00
lateral,300,aguard,v10,16,3,worst,kill,-1.00,0,30.000,42071,15,2.362303,3.680588,53.2667,0,1450.50,1470.50,395.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,0,1.966350,4.282612,44.7000,0,1190.50,1210.50,335.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,1,2.008237,4.626172,45.4000,0,1520.50,1540.50,320.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,2,1.876433,4.192434,43.1333,0,945.50,965.50,395.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,3,1.803640,4.445473,43.9333,0,880.50,900.50,360.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,4,1.750439,4.179870,40.2333,0,1575.50,1595.50,350.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,5,1.747312,3.554598,42.3667,0,905.50,925.50,400.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,6,1.831045,3.698263,41.2667,0,850.50,870.50,390.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,7,1.978198,4.265602,45.8000,0,905.50,905.50,365.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,8,1.916683,5.871305,42.2000,0,1785.50,1805.50,315.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,9,2.004892,4.587362,40.4000,0,960.50,980.50,250.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,10,2.215280,4.346739,51.7000,0,1060.50,1080.50,355.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,11,2.094974,4.097168,50.3000,0,840.50,865.50,400.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,12,2.053389,3.949602,50.3000,0,1585.50,1585.50,330.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,13,1.808488,4.798888,41.1000,0,6580.50,6580.50,330.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,14,1.991249,4.826019,43.0000,0,1575.50,1595.50,340.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,15,2.307063,4.612445,48.9667,0,1250.50,1280.50,305.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,16,0.328224,4.076722,6.4667,0,190.50,190.50,310.10,0.0,100,0,0.00
lateral,300,aguard,v10,18,3,worst,kill,-1.00,0,30.000,57047,17,0.817235,3.304317,17.9000,0,770.50,790.50,335.10,0.0,100,0,0.00
